spatial_unit,origin_country,year,month,arrivals,avg_nights_per_arrival,nights,county_key,county_label,spatial_level
County of Šibenik-Knin,Countries - total,2024,12,10984.0,2.0,22241.0,sibensko kninska,County of Šibenik-Knin,county
County of Šibenik-Knin,Countries - total,2025,1,6237.0,2.6,16173.0,sibensko kninska,County of Šibenik-Knin,county
County of Šibenik-Knin,Countries - total,2025,2,9959.0,2.2,21816.0,sibensko kninska,County of Šibenik-Knin,county
County of Šibenik-Knin,Countries - total,2025,3,12684.0,2.2,27692.0,sibensko kninska,County of Šibenik-Knin,county
County of Šibenik-Knin,Countries - total,2025,4,40477.0,2.6,106506.0,sibensko kninska,County of Šibenik-Knin,county
County of Šibenik-Knin,Countries - total,2025,5,66039.0,3.1,208019.0,sibensko kninska,County of Šibenik-Knin,county
County of Šibenik-Knin,Countries - total,2025,6,141479.0,4.8,685645.0,sibensko kninska,County of Šibenik-Knin,county
County of Šibenik-Knin,Countries - total,2025,7,246556.0,6.5,1593698.0,sibensko kninska,County of Šibenik-Knin,county
County of Šibenik-Knin,Countries - total,2025,8,267543.0,6.4,1714013.0,sibensko kninska,County of Šibenik-Knin,county
County of Šibenik-Knin,Countries - total,2025,9,105697.0,5.7,602626.0,sibensko kninska,County of Šibenik-Knin,county
County of Šibenik-Knin,Countries - total,2025,10,41670.0,3.2,134140.0,sibensko kninska,County of Šibenik-Knin,county
County of Šibenik-Knin,Countries - total,2025,11,14750.0,2.3,33810.0,sibensko kninska,County of Šibenik-Knin,county
County of Sisak-Moslavina,Countries - total,2020,1,2279.0,2.8,6331.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2020,2,1790.0,3.2,5797.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2020,3,645.0,3.9,2528.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2020,4,2.0,16.0,32.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2020,5,320.0,2.1,664.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2020,6,1178.0,2.4,2845.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2020,7,1718.0,2.5,4228.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2020,8,1421.0,2.6,3696.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2020,9,1376.0,2.5,3397.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2020,10,1144.0,2.5,2814.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2020,11,645.0,2.6,1665.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2020,12,467.0,2.5,1176.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2021,1,245.0,2.3,557.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2021,2,352.0,2.4,860.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2021,3,375.0,2.2,839.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2021,4,609.0,2.4,1458.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2021,5,793.0,2.6,2060.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2021,6,1457.0,2.5,3632.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2021,7,1785.0,2.4,4333.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2021,8,2218.0,2.6,5864.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2021,9,1742.0,2.3,4067.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2021,10,1412.0,2.5,3524.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2021,11,1189.0,2.6,3051.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2021,12,1180.0,2.2,2556.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2022,1,1184.0,2.6,3062.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2022,2,777.0,2.9,2242.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2022,3,1080.0,2.9,3152.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2022,4,1634.0,2.4,3897.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2022,5,2026.0,2.2,4525.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2022,6,2645.0,2.1,5625.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2022,7,3117.0,2.4,7526.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2022,8,3516.0,2.4,8377.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2022,9,2472.0,2.1,5263.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2022,10,1992.0,2.1,4178.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2022,11,1574.0,2.9,4519.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2022,12,1596.0,2.0,3124.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2023,1,1397.0,2.7,3779.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2023,2,1068.0,2.4,2613.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2023,3,1206.0,2.8,3430.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2023,4,2513.0,2.0,4961.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2023,5,2122.0,2.0,4244.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2023,6,2169.0,2.2,4689.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2023,7,3335.0,2.4,7956.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2023,8,3512.0,2.5,8641.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2023,9,2719.0,2.1,5597.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2023,10,2099.0,2.1,4508.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2023,11,1604.0,2.2,3560.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2023,12,1713.0,2.3,3909.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2024,1,1475.0,2.6,3901.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2024,2,1669.0,2.6,4331.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2024,3,1554.0,2.8,4307.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2024,4,2293.0,2.5,5829.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2024,5,2782.0,2.2,6190.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2024,6,2438.0,2.3,5661.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2024,7,3719.0,2.5,9470.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2024,8,4112.0,2.5,10217.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2024,9,2757.0,2.2,6088.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2024,10,2441.0,2.3,5575.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2024,11,2306.0,2.6,5919.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2024,12,2178.0,2.6,5679.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2025,1,1927.0,3.2,6072.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2025,2,1745.0,2.6,4541.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2025,3,1455.0,2.5,3570.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2025,4,1899.0,1.9,3677.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2025,5,2515.0,1.8,4428.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2025,6,2229.0,2.0,4519.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2025,7,2959.0,2.3,6738.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2025,8,3450.0,2.3,8090.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2025,9,2502.0,2.1,5194.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2025,10,1982.0,1.9,3776.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Sisak-Moslavina,Countries - total,2025,11,1623.0,1.7,2724.0,sisacko moslavacka,County of Sisak-Moslavina,county
County of Slavonski Brod-Posavina,Countries - total,2020,1,2028.0,1.6,3241.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2020,2,1722.0,1.7,2883.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2020,3,962.0,1.8,1762.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2020,4,7.0,13.0,91.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2020,5,315.0,1.8,572.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2020,6,1651.0,1.6,2627.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2020,7,1981.0,1.5,2948.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2020,8,2050.0,1.5,3138.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2020,9,1379.0,1.6,2264.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2020,10,1339.0,1.5,2048.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2020,11,888.0,1.7,1522.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2020,12,802.0,1.6,1294.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2021,1,657.0,1.7,1139.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2021,2,842.0,1.8,1490.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2021,3,1083.0,1.6,1695.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2021,4,1041.0,1.6,1634.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2021,5,1481.0,1.6,2407.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2021,6,1729.0,1.7,3015.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2021,7,3748.0,1.5,5476.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2021,8,4430.0,1.4,6398.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2021,9,3410.0,1.6,5482.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2021,10,2724.0,1.7,4548.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2021,11,2125.0,1.6,3354.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2021,12,1880.0,1.5,2865.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2022,1,1228.0,1.6,2022.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2022,2,1153.0,1.5,1778.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2022,3,1770.0,1.6,2879.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2022,4,2765.0,1.6,4442.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2022,5,2827.0,1.5,4225.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2022,6,3546.0,1.6,5721.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2022,7,5426.0,1.5,7900.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2022,8,5846.0,1.5,8624.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2022,9,4254.0,1.6,6999.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2022,10,3022.0,1.8,5508.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2022,11,2455.0,1.7,4222.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2022,12,2462.0,1.5,3798.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2023,1,1998.0,1.5,3074.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2023,2,1651.0,1.5,2399.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2023,3,2475.0,1.7,4137.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2023,4,3538.0,1.6,5567.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2023,5,3547.0,1.6,5535.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2023,6,3830.0,1.6,6027.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2023,7,5851.0,1.7,9713.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2023,8,6219.0,1.5,9422.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2023,9,4247.0,1.6,6617.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2023,10,3625.0,1.9,6998.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2023,11,2557.0,1.7,4474.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2023,12,2614.0,1.6,4174.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2024,1,2120.0,1.5,3257.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2024,2,1903.0,1.5,2920.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2024,3,2601.0,1.5,4008.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2024,4,3398.0,1.5,5028.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2024,5,4190.0,1.4,5893.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2024,6,4132.0,1.5,6097.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2024,7,6424.0,1.5,9489.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2024,8,7837.0,1.4,11323.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2024,9,5018.0,1.6,7980.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2024,10,3925.0,1.5,5986.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2024,11,3375.0,1.5,5206.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2024,12,2927.0,1.5,4322.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2025,1,2317.0,1.5,3499.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2025,2,2443.0,1.4,3403.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2025,3,2821.0,1.6,4646.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2025,4,3856.0,1.4,5487.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2025,5,5126.0,1.5,7772.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2025,6,4816.0,1.6,7663.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2025,7,6604.0,1.5,9808.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2025,8,8086.0,1.4,11561.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2025,9,5992.0,1.6,9370.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2025,10,4798.0,1.5,7274.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Slavonski Brod-Posavina,Countries - total,2025,11,3644.0,1.7,6314.0,slavonski brod posavina,County of Slavonski Brod-Posavina,county
County of Split-Dalmatia,Countries - total,2020,1,17707.0,2.7,48554.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2020,2,32247.0,2.2,71000.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2020,3,13319.0,3.4,44795.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2020,4,271.0,30.9,8371.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2020,5,4119.0,3.9,15974.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2020,6,96373.0,5.0,478393.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2020,7,434730.0,6.7,2897370.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2020,8,511110.0,7.0,3583991.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2020,9,82324.0,7.2,591037.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2020,10,17297.0,4.6,79501.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2020,11,8210.0,4.4,35864.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2020,12,5883.0,4.2,24711.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2021,1,5106.0,4.1,21178.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2021,2,8515.0,3.0,25818.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2021,3,11221.0,3.4,38662.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2021,4,19060.0,3.5,67468.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2021,5,50318.0,3.8,189454.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2021,6,220529.0,5.0,1112931.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2021,7,715113.0,6.0,4325100.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2021,8,814705.0,6.4,5216356.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2021,9,330681.0,5.9,1953099.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2021,10,95435.0,4.2,402851.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2021,11,20296.0,3.3,67119.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2021,12,18075.0,3.0,53369.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2022,1,11670.0,3.9,45283.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2022,2,22981.0,2.8,64350.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2022,3,33192.0,2.8,92965.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2022,4,96559.0,3.3,319574.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2022,5,194864.0,3.7,723371.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2022,6,467317.0,4.9,2308167.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2022,7,897518.0,5.7,5153916.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2022,8,874293.0,6.2,5450223.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2022,9,399899.0,5.5,2209101.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2022,10,146527.0,3.8,555040.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2022,11,32624.0,2.9,95261.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2022,12,25275.0,2.7,67900.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2023,1,17333.0,3.1,53030.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2023,2,23220.0,2.7,61988.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2023,3,51602.0,2.4,122772.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2023,4,143960.0,2.9,419393.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2023,5,265692.0,3.6,946388.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2023,6,509173.0,4.8,2420851.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2023,7,945807.0,5.5,5177352.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2023,8,891208.0,6.0,5379179.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2023,9,474138.0,5.0,2351609.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2023,10,187922.0,3.6,668221.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2023,11,41504.0,2.5,104788.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2023,12,29340.0,2.4,69304.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2024,1,18846.0,2.7,51063.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2024,2,28623.0,2.4,67288.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2024,3,58047.0,2.5,143899.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2024,4,146720.0,2.9,423964.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2024,5,314458.0,3.6,1119910.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2024,6,561386.0,4.5,2508602.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2024,7,939245.0,5.6,5255851.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2024,8,943654.0,5.8,5427656.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2024,9,469288.0,5.0,2350250.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2024,10,203641.0,3.6,732881.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2024,11,50365.0,2.3,116005.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2024,12,31616.0,2.3,73159.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2025,1,19670.0,2.8,54163.0,splitsko dalmatinska,County of Split-Dalmatia,county
County of Split-Dalmatia,Countries - total,2025,2,25634.0,2.3,60229.0,splitsko dalmatinska,County of Split-Dalmatia,county
