spatial_unit,origin_country,year,month,arrivals,avg_nights_per_arrival,nights,county_key,county_label,spatial_level
County of Zadar,Countries - total,2021,10,49323.0,3.7,181689.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2021,11,10044.0,2.6,26168.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2021,12,8479.0,2.6,21624.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2022,1,5930.0,3.4,19921.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2022,2,8178.0,2.6,21338.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2022,3,14125.0,2.6,37307.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2022,4,56028.0,3.3,186389.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2022,5,89023.0,3.7,330958.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2022,6,252787.0,5.4,1374926.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2022,7,495033.0,6.6,3279108.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2022,8,475844.0,7.2,3439086.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2022,9,180116.0,6.1,1090557.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2022,10,65330.0,3.3,216447.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2022,11,14707.0,2.7,40249.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2022,12,13026.0,2.3,29882.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2023,1,9138.0,2.6,23939.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2023,2,11520.0,2.1,24749.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2023,3,22419.0,2.1,47758.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2023,4,73027.0,2.9,213277.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2023,5,118703.0,3.7,439719.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2023,6,257989.0,5.3,1374381.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2023,7,512530.0,6.3,3229611.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2023,8,477222.0,7.0,3339176.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2023,9,203100.0,5.5,1124684.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2023,10,71834.0,3.2,230923.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2023,11,19523.0,2.1,41837.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2023,12,14783.0,2.2,31996.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2024,1,9680.0,2.6,24781.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2024,2,13359.0,2.1,27650.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2024,3,28732.0,2.4,69342.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2024,4,80408.0,2.7,214625.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2024,5,165588.0,3.7,614843.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2024,6,276269.0,4.8,1325798.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2024,7,501478.0,6.5,3263025.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2024,8,513449.0,6.7,3422758.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2024,9,204035.0,5.6,1137774.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2024,10,86537.0,3.2,273568.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2024,11,22208.0,2.2,49874.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2024,12,16243.0,2.3,37072.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2025,1,9916.0,2.7,26937.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2025,2,13662.0,2.2,29673.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2025,3,20790.0,2.2,44816.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2025,4,91768.0,2.8,260085.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2025,5,153061.0,3.3,509753.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2025,6,308157.0,4.9,1503034.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2025,7,499376.0,6.5,3248640.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2025,8,526975.0,6.5,3404962.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2025,9,215661.0,5.6,1204210.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2025,10,89045.0,3.2,283340.0,zadarska,County of Zadar,county
County of Zadar,Countries - total,2025,11,22077.0,2.3,51456.0,zadarska,County of Zadar,county
County of Zagreb,Countries - total,2020,1,5379.0,1.8,9888.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2020,2,5371.0,1.8,9506.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2020,3,2194.0,2.4,5262.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2020,4,55.0,14.8,814.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2020,5,843.0,2.6,2214.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2020,6,3557.0,1.7,6183.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2020,7,6620.0,1.8,11826.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2020,8,7176.0,1.9,13514.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2020,9,4239.0,2.2,9128.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2020,10,3084.0,2.1,6383.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2020,11,1922.0,2.1,3975.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2020,12,1766.0,2.1,3630.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2021,1,1948.0,1.9,3783.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2021,2,2266.0,1.8,4116.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2021,3,2655.0,1.8,4873.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2021,4,3487.0,2.0,6852.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2021,5,4743.0,2.0,9532.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2021,6,6747.0,2.0,13634.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2021,7,12932.0,1.8,23682.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2021,8,16197.0,1.9,30743.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2021,9,10119.0,1.9,19001.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2021,10,8008.0,1.7,13617.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2021,11,5106.0,2.1,10541.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2021,12,5378.0,1.9,10386.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2022,1,4055.0,2.1,8547.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2022,2,4468.0,1.8,8055.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2022,3,5674.0,2.0,11135.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2022,4,8783.0,2.0,17387.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2022,5,10348.0,1.8,18174.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2022,6,13318.0,1.7,23062.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2022,7,18487.0,1.7,32100.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2022,8,20103.0,1.8,36740.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2022,9,14745.0,1.7,25545.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2022,10,10697.0,1.8,19372.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2022,11,7157.0,1.9,13784.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2022,12,8780.0,1.7,15337.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2023,1,5945.0,2.0,11839.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2023,2,5586.0,1.9,10750.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2023,3,6531.0,2.1,13549.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2023,4,11147.0,1.9,20940.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2023,5,12916.0,1.8,23028.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2023,6,14924.0,1.7,25619.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2023,7,20808.0,1.7,36068.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2023,8,21605.0,1.8,39164.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2023,9,16968.0,1.7,28060.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2023,10,13207.0,1.6,21394.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2023,11,8222.0,1.9,15678.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2023,12,10769.0,1.8,18929.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2024,1,6724.0,1.9,12680.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2024,2,6823.0,1.8,12337.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2024,3,8597.0,1.8,15791.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2024,4,12960.0,2.0,25278.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2024,5,16908.0,1.7,28716.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2024,6,16830.0,1.7,27892.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2024,7,21962.0,1.9,42341.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2024,8,23595.0,1.8,43392.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2024,9,18076.0,1.6,29461.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2024,10,15705.0,1.5,24245.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2024,11,9575.0,1.8,17253.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2024,12,11115.0,1.7,19424.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2025,1,7250.0,1.8,13320.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2025,2,6695.0,1.8,11914.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2025,3,7979.0,1.9,14869.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2025,4,13310.0,1.6,21583.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2025,5,17421.0,1.6,27766.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2025,6,18729.0,1.7,30959.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2025,7,23379.0,1.7,40525.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2025,8,25182.0,1.8,45551.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2025,9,19580.0,1.6,30451.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2025,10,15339.0,1.6,25223.0,zagrebacka,County of Zagreb,county
County of Zagreb,Countries - total,2025,11,9562.0,1.9,17721.0,zagrebacka,County of Zagreb,county
