spatial_unit,year,Number of Permanent Beds per 100 inhabitants,area_km2,arrivals,arrivals_per_100,arrivals_per_km2,avg_nights_per_arrival,avg_nights_per_bed,beds_per_km2,nights,nights_per_100,nights_per_km2,permanent_beds,pop_per_km2,population_census,spatial_level,county_key
Podbablje,2024,17.1,44.79,,,,,,15.4,,,,688.0,90.0,4035.0,municipality,podbablje
Podcrkavlje,2021,,95.04,,,,,,,,,,,23.0,2207.0,municipality,podcrkavlje
Podcrkavlje,2022,0.3,95.04,,,,,,0.1,,,,6.0,23.0,2207.0,municipality,podcrkavlje
Podcrkavlje,2023,0.3,95.04,,,,,,0.1,,,,6.0,23.0,2207.0,municipality,podcrkavlje
Podcrkavlje,2024,0.4,95.04,,,,,,0.1,,,,8.0,23.0,2207.0,municipality,podcrkavlje
Podgora,2021,509.7,76.18,104487.0,4679.2,1371.6,7.2,66.4,149.4,755646.0,33839.9,9919.2,11382.0,29.0,2233.0,municipality,podgora
Podgora,2022,510.8,76.18,133392.0,5973.7,1751.0,7.0,81.3,149.7,927789.0,41549.0,12178.9,11407.0,29.0,2233.0,municipality,podgora
Podgora,2023,512.2,76.18,145462.0,6514.2,1909.5,6.6,84.2,150.1,962539.0,43105.2,12635.1,11437.0,29.0,2233.0,municipality,podgora
Podgora,2024,512.4,76.18,146640.0,6567.0,1924.9,6.6,84.4,150.2,965883.0,43254.9,12679.0,11443.0,29.0,2233.0,municipality,podgora
Podgorač,2021,,130.84,,,,,,,,,,,18.0,2455.0,municipality,podgorac
Podgorač,2022,,130.84,,,,,,,,,,,18.0,2455.0,municipality,podgorac
Podgorač,2023,,130.84,,,,,,,,,,,18.0,2455.0,municipality,podgorac
Podgorač,2024,,130.84,,,,,,,,,,,18.0,2455.0,municipality,podgorac
Podravska Moslavina,2021,,44.52,,,,,,,,,,,21.0,954.0,municipality,podravska moslavina
Podravska Moslavina,2022,,44.52,,,,,,,,,,,21.0,954.0,municipality,podravska moslavina
Podravska Moslavina,2023,,44.52,,,,,,,,,,,21.0,954.0,municipality,podravska moslavina
Podravska Moslavina,2024,,44.52,,,,,,,,,,,21.0,954.0,municipality,podravska moslavina
Podravske Sesvete,2021,,29.07,,,,,,,,,,,49.0,1446.0,municipality,podravske sesvete
Podravske Sesvete,2022,0.3,29.07,,,,,,0.1,,,,4.0,49.0,1446.0,municipality,podravske sesvete
Podravske Sesvete,2023,0.3,29.07,,,,,,0.1,,,,4.0,49.0,1446.0,municipality,podravske sesvete
Podravske Sesvete,2024,0.3,29.07,,,,,,0.1,,,,4.0,49.0,1446.0,municipality,podravske sesvete
Podstrana,2021,73.9,11.66,78004.0,749.8,6689.9,6.0,60.7,659.3,466235.0,4481.7,39985.8,7687.0,891.0,10403.0,municipality,podstrana
Podstrana,2022,77.1,11.66,110159.0,1058.9,9447.6,5.4,74.7,688.1,599484.0,5762.6,51413.7,8023.0,891.0,10403.0,municipality,podstrana
Podstrana,2023,80.1,11.66,120532.0,1158.6,10337.2,5.0,72.4,714.3,602699.0,5793.5,51689.5,8329.0,891.0,10403.0,municipality,podstrana
Podstrana,2024,81.4,11.66,129321.0,1243.1,11091.0,4.7,72.2,726.2,611311.0,5876.3,52428.0,8468.0,891.0,10403.0,municipality,podstrana
Podturen,2021,,31.86,,,,,,,,,,,110.0,3517.0,municipality,podturen
Podturen,2022,,31.86,,,,,,,,,,,110.0,3517.0,municipality,podturen
Podturen,2023,,31.86,,,,,,,,,,,110.0,3517.0,municipality,podturen
Podturen,2024,,31.86,,,,,,,,,,,110.0,3517.0,municipality,podturen
Pojezerje,2021,,32.81,,,,,,,,,,,28.0,943.0,municipality,pojezerje
Pojezerje,2022,,32.81,,,,,,,,,,,28.0,943.0,municipality,pojezerje
Pojezerje,2023,,32.81,,,,,,,,,,,28.0,943.0,municipality,pojezerje
Pojezerje,2024,,32.81,,,,,,,,,,,28.0,943.0,municipality,pojezerje
Pokupsko,2021,0.7,105.73,413.0,21.4,3.9,2.3,66.8,0.1,935.0,48.5,8.8,14.0,18.0,1926.0,municipality,pokupsko
Pokupsko,2022,1.7,105.73,455.0,23.6,4.3,2.4,34.0,0.3,1089.0,56.5,10.3,32.0,18.0,1926.0,municipality,pokupsko
Pokupsko,2023,1.7,105.73,399.0,20.7,3.8,3.0,37.8,0.3,1209.0,62.8,11.4,32.0,18.0,1926.0,municipality,pokupsko
Pokupsko,2024,2.3,105.73,575.0,29.9,5.4,3.1,40.9,0.4,1799.0,93.4,17.0,44.0,18.0,1926.0,municipality,pokupsko
Polača,2021,25.1,29.99,1842.0,132.6,61.4,8.7,45.7,11.6,15935.0,1147.2,531.3,349.0,46.0,1389.0,municipality,polaca
Polača,2022,29.3,29.99,2480.0,178.5,82.7,8.5,52.0,13.6,21158.0,1523.3,705.5,407.0,46.0,1389.0,municipality,polaca
Polača,2023,32.8,29.99,2717.0,195.6,90.6,7.9,47.3,15.2,21512.0,1548.7,717.3,455.0,46.0,1389.0,municipality,polaca
Polača,2024,33.6,29.99,3206.0,230.8,106.9,7.9,54.4,15.6,25409.0,1829.3,847.2,467.0,46.0,1389.0,municipality,polaca
Poličnik,2021,8.1,81.75,2178.0,46.6,26.6,8.7,49.8,4.6,18840.0,402.9,230.5,378.0,57.0,4676.0,municipality,policnik
Poličnik,2022,9.9,81.75,3480.0,74.4,42.6,8.4,63.2,5.6,29117.0,622.7,356.2,461.0,57.0,4676.0,municipality,policnik
Poličnik,2023,10.9,81.75,4134.0,88.4,50.6,7.7,62.7,6.2,31828.0,680.7,389.3,508.0,57.0,4676.0,municipality,policnik
Poličnik,2024,13.8,81.75,4897.0,104.7,59.9,7.3,55.2,7.9,35618.0,761.7,435.7,645.0,57.0,4676.0,municipality,policnik
Popovac,2021,0.5,62.44,,,,,,0.1,,,,7.0,23.0,1446.0,municipality,popovac
Popovac,2022,0.6,62.44,,,,,,0.1,,,,9.0,23.0,1446.0,municipality,popovac
Popovac,2023,0.7,62.44,191.0,13.2,3.1,2.9,54.5,0.2,545.0,37.7,8.7,10.0,23.0,1446.0,municipality,popovac
Popovac,2024,0.6,62.44,113.0,7.8,1.8,3.1,43.4,0.1,347.0,24.0,5.6,8.0,23.0,1446.0,municipality,popovac
Popovača,2021,0.7,214.75,659.0,6.4,3.1,2.2,20.8,0.3,1476.0,14.4,6.9,71.0,47.0,10255.0,municipality,popovaca
Popovača,2022,0.6,214.75,978.0,9.5,4.6,2.6,44.6,0.3,2545.0,24.8,11.9,57.0,47.0,10255.0,municipality,popovaca
Popovača,2023,0.8,214.75,766.0,7.5,3.6,3.0,28.7,0.4,2325.0,22.7,10.8,81.0,47.0,10255.0,municipality,popovaca
Popovača,2024,1.1,214.75,1167.0,11.4,5.4,2.3,24.7,0.5,2718.0,26.5,12.7,110.0,47.0,10255.0,municipality,popovaca
Poreč - Parenzo,2021,165.1,111.67,415510.0,2502.0,3720.9,5.9,89.1,245.5,2441529.0,14701.8,21863.8,27417.0,148.0,16607.0,municipality,porec parenzo
Poreč - Parenzo,2022,167.1,111.67,594376.0,3579.1,5322.6,5.4,116.5,248.4,3230901.0,19455.1,28932.6,27744.0,148.0,16607.0,municipality,porec parenzo
Poreč - Parenzo,2023,169.1,111.67,622103.0,3746.0,5570.9,5.2,115.6,251.5,3247036.0,19552.2,29077.1,28081.0,148.0,16607.0,municipality,porec parenzo
Poreč - Parenzo,2024,171.3,111.67,625098.0,3764.1,5597.7,5.1,113.0,254.8,3216077.0,19365.8,28799.8,28450.0,148.0,16607.0,municipality,porec parenzo
Posedarje,2021,42.4,77.48,10957.0,319.4,141.4,6.9,52.0,18.8,75675.0,2206.3,976.7,1456.0,44.0,3430.0,municipality,posedarje
Posedarje,2022,45.3,77.48,,,,,,20.0,,,,1553.0,44.0,3430.0,municipality,posedarje
Posedarje,2023,45.2,77.48,14962.0,436.2,193.1,6.1,59.2,20.0,91837.0,2677.5,1185.3,1551.0,44.0,3430.0,municipality,posedarje
Posedarje,2024,48.3,77.48,15688.0,457.4,202.5,6.0,56.9,21.4,94343.0,2750.5,1217.6,1658.0,44.0,3430.0,municipality,posedarje
Postira,2021,118.9,46.89,13332.0,866.8,284.3,7.9,58.0,39.0,105936.0,6887.9,2259.2,1828.0,32.0,1538.0,municipality,postira
Postira,2022,150.3,46.89,23045.0,1498.4,491.5,6.9,69.0,49.3,159464.0,10368.3,3400.8,2312.0,32.0,1538.0,municipality,postira
Postira,2023,149.2,46.89,28909.0,1879.6,616.5,6.5,81.9,48.9,187938.0,12219.6,4008.1,2295.0,32.0,1538.0,municipality,postira
Postira,2024,147.6,46.89,28859.0,1876.4,615.5,6.5,82.8,48.4,187863.0,12214.8,4006.5,2270.0,32.0,1538.0,municipality,postira
Povljana,2021,340.5,38.38,16134.0,2411.7,420.4,7.4,52.6,59.4,119906.0,17923.2,3124.2,2278.0,17.0,669.0,municipality,povljana
Povljana,2022,270.0,38.38,15874.0,2372.8,413.6,7.4,65.4,47.1,118177.0,17664.7,3079.1,1806.0,17.0,669.0,municipality,povljana
Povljana,2023,284.8,38.38,15108.0,2258.3,393.6,7.5,59.4,49.6,113112.0,16907.6,2947.2,1905.0,17.0,669.0,municipality,povljana
Povljana,2024,559.8,38.38,37763.0,5644.7,983.9,6.5,65.2,97.6,244176.0,36498.7,6362.1,3745.0,17.0,669.0,municipality,povljana
Požega,2021,1.8,133.75,5686.0,25.5,42.5,2.0,28.9,3.0,11628.0,52.2,86.9,403.0,166.0,22294.0,municipality,pozega
Požega,2022,1.7,133.75,9365.0,42.0,70.0,1.9,47.1,2.9,17982.0,80.7,134.4,382.0,166.0,22294.0,municipality,pozega
Požega,2023,2.0,133.75,9417.0,42.2,70.4,1.9,39.7,3.3,17751.0,79.6,132.7,447.0,166.0,22294.0,municipality,pozega
Požega,2024,2.2,133.75,10426.0,46.8,78.0,1.8,37.6,3.6,18292.0,82.0,136.8,486.0,166.0,22294.0,municipality,pozega
Pregrada,2021,0.3,67.47,190.0,3.2,2.8,5.3,50.3,0.3,1005.0,17.0,14.9,20.0,87.0,5927.0,municipality,pregrada
Pregrada,2022,1.0,67.47,220.0,3.7,3.3,5.5,20.0,0.9,1199.0,20.2,17.8,60.0,87.0,5927.0,municipality,pregrada
Pregrada,2023,1.1,67.47,299.0,5.0,4.4,5.4,25.5,0.9,1629.0,27.5,24.1,64.0,87.0,5927.0,municipality,pregrada
Pregrada,2024,0.5,67.47,656.0,11.1,9.7,3.5,77.0,0.4,2310.0,39.0,34.2,30.0,87.0,5927.0,municipality,pregrada
Preko,2021,93.3,54.57,23179.0,651.8,424.8,8.3,57.7,60.8,191357.0,5381.2,3506.6,3318.0,65.0,3556.0,municipality,preko
Preko,2022,94.4,54.57,26998.0,759.2,494.7,7.7,61.9,61.5,207897.0,5846.4,3809.7,3358.0,65.0,3556.0,municipality,preko
Preko,2023,91.8,54.57,27278.0,767.1,499.9,7.5,62.6,59.8,204515.0,5751.3,3747.8,3266.0,65.0,3556.0,municipality,preko
Preko,2024,95.2,54.57,27670.0,778.1,507.1,7.4,60.1,62.1,203549.0,5724.1,3730.1,3387.0,65.0,3556.0,municipality,preko
Prelog,2021,1.9,63.5,3982.0,56.7,62.7,1.8,51.2,2.2,7012.0,99.8,110.4,137.0,110.0,7027.0,municipality,prelog
Prelog,2022,1.9,63.5,5123.0,72.9,80.7,2.1,83.0,2.1,10961.0,156.0,172.6,132.0,110.0,7027.0,municipality,prelog
Prelog,2023,1.8,63.5,6371.0,90.7,100.3,2.2,111.1,2.0,13882.0,197.6,218.6,125.0,110.0,7027.0,municipality,prelog
Prelog,2024,1.8,63.5,6619.0,94.2,104.2,2.4,129.0,2.0,16124.0,229.5,253.9,125.0,110.0,7027.0,municipality,prelog
Preseka,2021,,46.12,,,,,,,,,,,24.0,1129.0,municipality,preseka
Preseka,2022,,46.12,,,,,,,,,,,24.0,1129.0,municipality,preseka
Preseka,2023,0.2,46.12,,,,,,0.0,,,,2.0,24.0,1129.0,municipality,preseka
Preseka,2024,0.2,46.12,,,,,,0.0,,,,2.0,24.0,1129.0,municipality,preseka
Prgomet,2021,10.6,77.4,,,,,,0.7,,,,53.0,6.0,498.0,municipality,prgomet
Prgomet,2022,11.0,77.4,428.0,85.9,5.5,7.1,55.2,0.7,3035.0,609.4,39.2,55.0,6.0,498.0,municipality,prgomet
Prgomet,2023,12.7,77.4,,,,,,0.8,,,,63.0,6.0,498.0,municipality,prgomet
Prgomet,2024,13.7,77.4,316.0,63.5,4.1,8.3,38.3,0.9,2607.0,523.5,33.7,68.0,6.0,498.0,municipality,prgomet
Pribislavec,2021,0.1,11.11,,,,,,0.4,,,,4.0,266.0,2963.0,municipality,pribislavec
Pribislavec,2022,0.1,11.11,,,,,,0.4,,,,4.0,266.0,2963.0,municipality,pribislavec
Pribislavec,2023,0.3,11.11,,,,,,0.7,,,,8.0,266.0,2963.0,municipality,pribislavec
Pribislavec,2024,0.3,11.11,497.0,16.8,44.7,1.7,108.3,0.7,866.0,29.2,77.9,8.0,266.0,2963.0,municipality,pribislavec
Primorski Dolac,2021,8.5,32.43,341.0,49.7,10.5,7.9,46.4,1.8,2694.0,392.7,83.1,58.0,21.0,686.0,municipality,primorski dolac
Primorski Dolac,2022,8.0,32.43,,,,,,1.7,,,,55.0,21.0,686.0,municipality,primorski dolac
Primorski Dolac,2023,10.1,32.43,403.0,58.7,12.4,8.5,49.9,2.1,3442.0,501.7,106.1,69.0,21.0,686.0,municipality,primorski dolac
Primorski Dolac,2024,11.2,32.43,,,,,,2.4,,,,77.0,21.0,686.0,municipality,primorski dolac
Primošten,2021,308.7,58.46,78971.0,3006.1,1350.9,6.9,67.4,138.7,546862.0,20817.0,9354.5,8109.0,44.0,2627.0,municipality,primosten
Primošten,2022,310.8,58.46,91986.0,3501.6,1573.5,6.7,75.2,139.7,613682.0,23360.6,10497.5,8165.0,44.0,2627.0,municipality,primosten
Primošten,2023,314.4,58.46,83501.0,3178.6,1428.3,6.6,66.6,141.3,549644.0,20922.9,9402.1,8258.0,44.0,2627.0,municipality,primosten
Primošten,2024,315.3,58.46,86806.0,3304.4,1484.9,6.6,69.2,141.7,572876.0,21807.2,9799.5,8283.0,44.0,2627.0,municipality,primosten
Privlaka,2021,244.5,52.45,33145.0,1557.6,2994.1,7.9,50.2,470.0,261299.0,12279.1,23604.2,5203.0,41.0,2192.0,municipality,privlaka
Privlaka,2022,240.9,52.45,41860.0,1967.1,3781.4,7.6,62.0,463.1,317891.0,14938.5,28716.4,5127.0,41.0,2192.0,municipality,privlaka
Privlaka,2023,247.6,52.45,45052.0,2117.1,4069.7,7.2,61.9,476.0,326229.0,15330.3,29469.6,5269.0,41.0,2192.0,municipality,privlaka
Privlaka,2024,259.8,52.45,43835.0,2059.9,3959.8,7.2,57.1,499.4,315374.0,14820.2,28489.1,5528.0,41.0,2192.0,municipality,privlaka
Proložac,2021,10.7,54.7,,,,,,6.1,,,,334.0,56.0,3112.0,municipality,prolozac
Proložac,2022,12.3,54.7,2222.0,71.4,40.6,9.1,52.8,7.0,20167.0,648.0,368.7,382.0,56.0,3112.0,municipality,prolozac
Proložac,2023,11.8,54.7,2246.0,72.2,41.1,9.2,56.5,6.7,20672.0,664.3,377.9,366.0,56.0,3112.0,municipality,prolozac
Proložac,2024,13.4,54.7,2278.0,73.2,41.6,9.3,50.7,7.6,21199.0,681.2,387.6,418.0,56.0,3112.0,municipality,prolozac
Promina,2021,11.9,139.25,736.0,78.0,5.3,5.7,37.2,0.8,4165.0,441.7,29.9,112.0,6.0,943.0,municipality,promina
Promina,2022,17.1,139.25,1061.0,112.5,7.6,6.5,42.6,1.2,6856.0,727.0,49.2,161.0,6.0,943.0,municipality,promina
Promina,2023,16.2,139.25,932.0,98.8,6.7,7.1,43.5,1.1,6650.0,705.2,47.8,153.0,6.0,943.0,municipality,promina
Promina,2024,13.7,139.25,993.0,105.3,7.1,6.2,48.1,0.9,6201.0,657.6,44.5,129.0,6.0,943.0,municipality,promina
Pula - Pola,2021,45.1,53.82,281253.0,538.6,5225.8,5.2,61.7,437.3,1452648.0,2781.8,26990.9,23536.0,970.0,52220.0,municipality,pula pola
Pula - Pola,2022,49.1,53.82,399587.0,765.2,7424.5,4.8,75.2,476.2,1928156.0,3692.4,35826.0,25631.0,970.0,52220.0,municipality,pula pola
Pula - Pola,2023,50.7,53.82,442330.0,847.1,8218.7,4.5,75.5,491.6,1997014.0,3824.2,37105.4,26456.0,970.0,52220.0,municipality,pula pola
Pula - Pola,2024,50.9,53.82,460777.0,882.4,8561.4,4.4,76.0,494.2,2020931.0,3870.0,37549.8,26599.0,970.0,52220.0,municipality,pula pola
Punat,2021,427.1,33.99,87979.0,4630.5,2588.4,5.7,61.5,238.7,498815.0,26253.4,14675.3,8115.0,55.0,1900.0,municipality,punat
Punat,2022,421.0,33.99,107246.0,5644.5,3155.2,5.4,72.0,235.3,576137.0,30323.0,16950.2,7999.0,55.0,1900.0,municipality,punat
Punat,2023,423.3,33.99,112233.0,5907.0,3301.9,5.1,71.6,236.6,575540.0,30291.6,16932.6,8042.0,55.0,1900.0,municipality,punat
Punat,2024,424.1,33.99,107078.0,5635.7,3150.3,5.2,68.8,237.1,554155.0,29166.1,16303.5,8058.0,55.0,1900.0,municipality,punat
Punitovci,2021,,40.63,,,,,,,,,,,38.0,1562.0,municipality,punitovci
Punitovci,2022,,40.63,,,,,,,,,,,38.0,1562.0,municipality,punitovci
Punitovci,2023,,40.63,,,,,,,,,,,38.0,1562.0,municipality,punitovci
Punitovci,2024,,40.63,,,,,,,,,,,38.0,1562.0,municipality,punitovci
Pučišća,2021,36.3,106.17,5260.0,273.1,49.5,6.0,45.0,6.6,31484.0,1634.7,296.5,700.0,18.0,1926.0,municipality,pucisca
Pučišća,2022,36.6,106.17,5832.0,302.8,54.9,6.0,49.7,6.6,35020.0,1818.3,329.8,704.0,18.0,1926.0,municipality,pucisca
Pučišća,2023,37.8,106.17,6140.0,318.8,57.8,5.8,48.9,6.9,35574.0,1847.0,335.1,728.0,18.0,1926.0,municipality,pucisca
Pučišća,2024,39.1,106.17,6349.0,329.6,59.8,5.9,49.5,7.1,37270.0,1935.1,351.0,753.0,18.0,1926.0,municipality,pucisca
Pušća,2021,0.4,17.02,,,,,,0.6,,,,10.0,150.0,2564.0,municipality,pusca
Pušća,2022,0.7,17.02,,,,,,1.1,,,,18.0,150.0,2564.0,municipality,pusca
Pušća,2023,0.8,17.02,,,,,,1.2,,,,20.0,150.0,2564.0,municipality,pusca
Pušća,2024,1.1,17.02,202.0,7.9,11.9,3.9,28.2,1.6,789.0,30.8,46.4,28.0,150.0,2564.0,municipality,pusca
Rab,2021,252.8,75.88,148391.0,2072.2,1955.6,7.3,60.1,238.6,1089030.0,15207.8,14352.0,18106.0,94.0,7161.0,municipality,rab
Rab,2022,248.7,75.88,173949.0,2429.1,2292.4,7.2,70.1,234.7,1248620.0,17436.4,16455.2,17812.0,94.0,7161.0,municipality,rab
Rab,2023,250.8,75.88,180238.0,2516.9,2375.3,6.8,68.5,236.7,1230430.0,17182.4,16215.5,17959.0,94.0,7161.0,municipality,rab
Rab,2024,249.9,75.88,183297.0,2559.7,2415.6,6.7,68.1,235.8,1219101.0,17024.2,16066.2,17892.0,94.0,7161.0,municipality,rab
Radoboj,2021,0.9,33.06,,,,,,0.8,,,,28.0,90.0,2981.0,municipality,radoboj
Radoboj,2022,0.9,33.06,,,,,,0.8,,,,28.0,90.0,2981.0,municipality,radoboj
Radoboj,2023,1.1,33.06,1075.0,36.1,32.5,1.5,50.4,1.0,1612.0,54.1,48.8,32.0,90.0,2981.0,municipality,radoboj
Radoboj,2024,1.1,33.06,1540.0,51.7,46.6,1.3,61.4,1.0,1965.0,65.9,59.4,32.0,90.0,2981.0,municipality,radoboj
Rakovec,2021,,34.85,,,,,,,,,,,32.0,1141.0,municipality,rakovec
Rakovec,2022,,34.85,,,,,,,,,,,32.0,1141.0,municipality,rakovec
Rakovec,2023,,34.85,,,,,,,,,,,32.0,1141.0,municipality,rakovec
Rakovec,2024,0.5,34.85,,,,,,0.2,,,,6.0,32.0,1141.0,municipality,rakovec
Rakovica,2021,195.5,256.39,113352.0,5083.0,442.1,1.7,45.3,17.0,197430.0,8853.4,770.0,4359.0,8.0,2230.0,municipality,rakovica
Rakovica,2022,201.5,256.39,146647.0,6576.1,572.0,1.8,58.5,17.5,262711.0,11780.8,1024.7,4494.0,8.0,2230.0,municipality,rakovica
Rakovica,2023,197.8,256.39,160916.0,7216.0,627.6,1.8,64.2,17.2,283036.0,12692.2,1103.9,4411.0,8.0,2230.0,municipality,rakovica
Rakovica,2024,196.6,256.39,151967.0,6814.7,592.7,1.7,60.0,17.1,263082.0,11797.4,1026.1,4384.0,8.0,2230.0,municipality,rakovica
Rasinja,2021,0.2,106.05,,,,,,0.0,,,,4.0,24.0,2631.0,municipality,rasinja
Rasinja,2022,0.2,106.05,,,,,,0.0,,,,4.0,24.0,2631.0,municipality,rasinja
Rasinja,2023,0.2,106.05,,,,,,0.0,,,,4.0,24.0,2631.0,municipality,rasinja
Rasinja,2024,0.2,106.05,,,,,,0.0,,,,4.0,24.0,2631.0,municipality,rasinja
Ravna Gora,2021,18.6,83.61,6289.0,310.1,75.2,2.3,38.0,4.5,14316.0,705.9,171.2,377.0,24.0,2028.0,municipality,ravna gora
Ravna Gora,2022,20.8,83.61,9446.0,465.8,113.0,2.1,46.7,5.0,19695.0,971.2,235.6,422.0,24.0,2028.0,municipality,ravna gora
Ravna Gora,2023,22.8,83.61,9644.0,475.5,115.3,2.1,44.5,5.5,20607.0,1016.1,246.5,463.0,24.0,2028.0,municipality,ravna gora
Ravna Gora,2024,25.3,83.61,11210.0,552.8,134.1,2.2,47.1,6.1,24190.0,1192.8,289.3,514.0,24.0,2028.0,municipality,ravna gora
Raša,2021,135.7,80.36,37474.0,1334.1,466.3,7.3,72.0,47.4,274295.0,9764.9,3413.3,3811.0,34.0,2809.0,municipality,rasa
Raša,2022,135.3,80.36,44456.0,1582.6,553.2,7.2,84.4,47.3,320910.0,11424.4,3993.4,3801.0,34.0,2809.0,municipality,rasa
Raša,2023,139.0,80.36,45236.0,1610.4,562.9,7.0,81.5,48.6,318238.0,11329.2,3960.2,3904.0,34.0,2809.0,municipality,rasa
Raša,2024,143.1,80.36,42723.0,1520.9,531.6,7.1,75.0,50.0,301341.0,10727.7,3749.9,4020.0,34.0,2809.0,municipality,rasa
Ražanac,2021,111.6,68.89,20247.0,737.3,293.9,7.9,52.0,44.5,159462.0,5807.1,2314.7,3065.0,39.0,2746.0,municipality,razanac
Ražanac,2022,112.4,68.89,24710.0,899.9,358.7,7.8,62.1,44.8,191837.0,6986.1,2784.7,3087.0,39.0,2746.0,municipality,razanac
Ražanac,2023,115.1,68.89,26427.0,962.4,383.6,7.5,62.7,45.9,198177.0,7216.9,2876.7,3162.0,39.0,2746.0,municipality,razanac
Ražanac,2024,119.1,68.89,26923.0,980.4,390.8,7.2,59.3,47.5,194005.0,7065.0,2816.2,3271.0,39.0,2746.0,municipality,razanac
Rešetari,2021,1.0,59.22,,,,,,0.6,,,,37.0,65.0,3852.0,municipality,resetari
Rešetari,2022,1.2,59.22,,,,,,0.8,,,,45.0,65.0,3852.0,municipality,resetari
Rešetari,2023,1.2,59.22,,,,,,0.8,,,,45.0,65.0,3852.0,municipality,resetari
Rešetari,2024,1.2,59.22,,,,,,0.8,,,,48.0,65.0,3852.0,municipality,resetari
Ribnik,2021,42.8,40.54,1177.0,325.1,29.0,2.6,19.8,3.8,3076.0,849.7,75.9,155.0,8.0,362.0,municipality,ribnik
Ribnik,2022,42.8,40.54,1770.0,489.0,43.7,2.4,27.4,3.8,4252.0,1174.6,104.9,155.0,8.0,362.0,municipality,ribnik
Ribnik,2023,42.8,40.54,1802.0,497.8,44.4,2.3,26.6,3.8,4126.0,1139.8,101.8,155.0,8.0,362.0,municipality,ribnik
Ribnik,2024,42.8,40.54,1511.0,417.4,37.3,2.2,21.4,3.8,3310.0,914.4,81.6,155.0,8.0,362.0,municipality,ribnik
Rijeka,2021,4.9,43.38,107087.0,99.2,2468.6,3.0,60.9,121.4,320869.0,297.2,7396.7,5268.0,2488.0,107964.0,municipality,rijeka
Rijeka,2022,6.8,43.38,179711.0,166.5,4142.7,2.8,69.2,170.3,511008.0,473.3,11779.8,7389.0,2488.0,107964.0,municipality,rijeka
Rijeka,2023,7.4,43.38,217488.0,201.4,5013.6,2.7,73.7,184.3,589486.0,546.0,13588.9,7995.0,2488.0,107964.0,municipality,rijeka
Rijeka,2024,7.9,43.38,221497.0,205.2,5106.0,2.7,69.5,197.7,595664.0,551.7,13731.3,8575.0,2488.0,107964.0,municipality,rijeka
Rogoznica,2021,437.5,68.13,68053.0,3231.4,998.9,7.9,58.3,135.2,537198.0,25508.0,7884.9,9213.0,30.0,2106.0,municipality,rogoznica
Rogoznica,2022,457.9,68.13,79314.0,3766.1,1164.2,7.8,63.8,141.6,615054.0,29204.8,9027.7,9644.0,30.0,2106.0,municipality,rogoznica
Rogoznica,2023,456.0,68.13,77177.0,3664.6,1132.8,7.4,59.8,141.0,574715.0,27289.4,8435.6,9604.0,30.0,2106.0,municipality,rogoznica
Rogoznica,2024,460.4,68.13,76840.0,3648.6,1127.8,7.4,58.7,142.3,569616.0,27047.3,8360.7,9696.0,30.0,2106.0,municipality,rogoznica
Rovinj - Rovigno,2021,295.5,77.48,541295.0,4174.1,6986.3,6.2,88.2,494.6,3378938.0,26056.0,43610.5,38323.0,167.0,12968.0,municipality,rovinj rovigno
Rovinj - Rovigno,2022,295.7,77.48,700302.0,5400.2,9038.5,5.8,106.8,495.0,4096236.0,31587.3,52868.3,38351.0,167.0,12968.0,municipality,rovinj rovigno
Rovinj - Rovigno,2023,298.1,77.48,729266.0,5623.6,9412.3,5.7,106.8,499.0,4128901.0,31839.2,53289.9,38662.0,167.0,12968.0,municipality,rovinj rovigno
Rovinj - Rovigno,2024,301.1,77.48,724475.0,5586.6,9350.5,5.6,104.2,504.0,4068712.0,31375.0,52513.1,39050.0,167.0,12968.0,municipality,rovinj rovigno
Rovišće,2021,0.0,78.76,,,,,,0.0,,,,2.0,52.0,4144.0,municipality,rovisce
Rovišće,2022,0.1,78.76,,,,,,0.1,,,,4.0,52.0,4144.0,municipality,rovisce
Rovišće,2023,0.1,78.76,,,,,,0.1,,,,4.0,52.0,4144.0,municipality,rovisce
Rovišće,2024,0.2,78.76,96.0,2.3,1.2,3.6,34.3,0.1,343.0,8.3,4.4,10.0,52.0,4144.0,municipality,rovisce
Rugvica,2021,0.1,93.67,,,,,,0.1,,,,8.0,76.0,7133.0,municipality,rugvica
Rugvica,2022,,93.67,,,,,,,,,,,76.0,7133.0,municipality,rugvica
Rugvica,2023,0.1,93.67,,,,,,0.1,,,,5.0,76.0,7133.0,municipality,rugvica
Rugvica,2024,,93.67,,,,,,,,,,,76.0,7133.0,municipality,rugvica
Runovići,2021,5.3,59.29,508.0,25.8,8.6,9.6,46.3,1.8,4863.0,247.1,82.0,105.0,33.0,1968.0,municipality,runovici
Runovići,2022,6.6,59.29,566.0,28.8,9.5,9.0,39.7,2.2,5115.0,259.9,86.3,129.0,33.0,1968.0,municipality,runovici
Runovići,2023,6.4,59.29,572.0,29.1,9.6,9.4,43.1,2.1,5392.0,274.0,90.9,125.0,33.0,1968.0,municipality,runovici
Runovići,2024,7.9,59.29,919.0,46.7,15.5,8.4,49.5,2.6,7680.0,390.2,129.5,155.0,33.0,1968.0,municipality,runovici
Ružić,2021,4.4,161.02,237.0,18.5,1.5,8.3,35.3,0.3,1978.0,154.2,12.3,56.0,7.0,1283.0,municipality,ruzic
Ružić,2022,5.5,161.02,,,,,,0.4,,,,71.0,7.0,1283.0,municipality,ruzic
